Satoomi Kasagi
Baku Akae
Sumire Kikuchi
Shōji Segawa
Ogiwara Seisensui
Kenjiro Shinozuka
Keizo Kawashima
Natsume Sōseki
Sata Isobe
Nobutaka Tsutsui
Megumi Murata
Seiji Naruse
Ayaka Suzuki
Kazuhiro Goya
Yoshiko Iwata
Masahiko Urano
Isoko Mochizuki
Mamoru Hatakeyama
Noriko Hidaka
Seichō Matsumoto
Tarzan Goto
Hidehachi Koyasu
Kōhachiro Miyata
Midori Kiuchi
Suzuki Kiitsu
Ryuzo Sasaki
Tazuko Kikutani
Joh Sasaki
Masanori Tominaga
Naoki Imamura
Shunta Ishikura
Machiko Satonaka
Seiji Nakamura
Takanonami Sadahiro
Hidekazu Hayashi
Masashi Nakashima
Takeshi Hayashida
Yasuhiro Konishi
Jukia Yoshimura
Ryuhei Maruyama
Masaichi Kinoshita
Shingo Wake
Yoshimitsu Kadowaki
Sora Amamiya
Sadao Yamanaka
Ken'ya Ōsumi
Yoshiyasu Gomi
Nobuo Serizawa
Takashi Ito
Mitsunari Musaka
Yui Hasegawa
Kiyono Yasuno
Takehiro Murozono
Kazuhiro Maeda
Naomi Sakashita
Arai Osui
Shizuka Uchida
Tetsugyu Soin Ban
Etsuro Sotoo
Ryota Kuwakubo
Tarō Kimura
Kazuya Onohara
Shun Yamaguchi
Roppa Furukawa
Mayumi Ichikawa
Takashi Yamahashi
Michiru Yamane
Takashi Ukaji
Yūsuke Takita
Rizō Takeuchi
Ryū Shionoya
Yuichi Mizutani
Tomoya Ishii
Toshiro Tashiro
Yasuharu Nanri
Kazuhiro Murata
Kensei Ukita
Alicia Kinoshita
Kodai Senga
Natsumi Takamori
Atsushi Katagiri
Kiiti Morita
Shohei Yamamoto
Yusuke Kato
Yoshiharu Habu
Osamu Mandai
Yoshikazu Sakamoto
Minamoto no Mitsuyuki
Mai Oshima
Tatsukuma Ushijima
Yoko Ishida
Yuta Koide
Michio Yasuda
Kentaro Kyuko
Yudai Nishikawa
Shoken Okada
Motohiko Nakajima
Naoto Oku
Yuki Yatomi
Antonio Inoki
Sachio Otani
Gaku Shibasaki
Kinue Kodama
Hiroaki Namba
Priyanka Yoshikawa
Eddie Irvine
Shokichi Natsui
Sara Dosho
Russell S. Kokubun
Yuka Nomura
Shiki Aoki
Rio Sasaki
Chō Kōran
Ibuki Kido
Shingo Yanagisawa
Tarcisio Isao Kikuchi
Hirotaka Tameda
Asa Nonami
Hazuki Yuda
Taira Shinken
Mamoru Yamaguchi
Junichi Haruta
Joshiro Maruyama
Kyoga Nakamura
Ritsuko Kawai
Yuiko Tatsumi
Naohiro Ikeda
Takanori Hoshino
Kaede Nakamura
He Zhili
Kichitaro Negishi
Takakeishō Mitsunobu
Iwao Yamane
Masaharu Fukuyama
Seiji Koga
Ryōsuke Takahashi
Noda Utarō
Nobuyoshi Kuwano
Michio Ihara
Taiga Matsuo
Hitoshi Yamakawa
Hiromix
Marina Kawano
Tomohiro Wanami
Takashi Ishimoto
Akio Kudo
Naoya Tamura
Colin Killoran
Osamu Henry Iyoha
Shigeki Kurata
Yoshio Ishida
Tochisakae Atsushi
Emperor Go-Fushimi
Takumi Ishizaki
Cornelius
Ōzutsu Man'emon
Chisato Hoshi
Haruhi Aiso
Hidemasa Kobayashi
Kenchi Tachibana
Naaboudoufu@nana
Rana Nakano
Fujiko Takimoto
Emi Sakurai
Rina Uchiyama
Yuji Kaneko
Hiromi Kaneko
Kasumi Ishikawa
Yosuke Kishi
Yusuke Niwai
Hisashi Katsuta
Hideki Ishima
Manabu Namiki
Inejiro Asanuma
Akiko Sekine
Ayako Ikeda
Ryosuke Shindo
Hiroyuki Omata
Taketora Ogata
Wakakirin Shinichi
Toshiyuki Kajiyama
Takashi Manei
Taichi Sato
Kai Toews
Minoru Shirota
Akihiko Narita
Kiyoshi Kawakubo
So Hirao
Katsunori Kuwabara
Yusuke Kobori
Sayaka Yamamoto
Yorihiko Kojima
Hiroko Suzuki
Masaya Yoshida
Masato Furukawa
Masatomo Kuba
Gotō Shinpei
Yoshinobu Tsukada
Kōtetsuyama Toyoya
Shizuko Sakashita
Keinosuke Enoeda
Yoshio Kikugawa
Mitsue Ishizu
Toyofumi Sakano
Tatsuya Kawahara
Ichiro Ogimura
Satoshi Tokiwa
Yoshinao Nakada
Naomi Wakabayashi
Shōzō Kitadai
Kazuya Fukuzaki
Kaito Ozawa
Yuriko Yamamoto
Kimi Sato
Haruko Saida
Tatsunosuke Hori
Hiroyuki Nagao
Amatsukaze Masao
Yushi Soda
Yurie Miura
Yoshiaki Unetani
Naoko Kawakami
Miyuki Takahashi
Yasutaka Murata
Umegatani Tōtarō I
Shinji Okuda
Ōtomo no Otomaro
Yasutaka Tashiro
Takako Katō
Ayako Sana
Takeshi Miki
Reo Yamashita
Yuki Fuji
Hiroshi Yoshimura
Takako Takahashi
Satomi Mitarai
Kinta Tamaoka
Mari Amachi
Ryo Sakai
Takuya Nozawa
Shunsuke Miyake
Ryota Hama
Hinako Sakurai
Minoru Fujita
Toshio Shibata
Ryuhei Kitamura
Genichi Takahashi
Hidetoshi Nakamura
Kazufumi Sakai
Yozo Matsushima
Masahiro Tabata
Kodai Dohi
Takahiro Okada
Yoshinori Okihara
Shinsuke Shimabukuro
Daisuke Matsunaga
Shōhei Takada
Masato Shibata
Masanori Ashida
Katsunari Mizumoto
Kotomi Kyono
Kyosuke Takagi
Risako Kawai
Kameli Soejima
Masao Maruyama
Shinobu Fukushima
Asano Nagasato
Emi Naito
Akira Kushida
Hirokatsu Hashimoto
Hiroki Ito
Taisuke Akiyoshi
Sanae Tsuchida
Oda Nobutada
Mirai
Miho Sato
Masao Harada
Ryuzo Shimizu
Manase Dōsan
Kozo Hosokawa
Chujiro Endo
Masashi Eriguchi
Megumu Yoshida
Chiyoko Shimakura
Fumika Suzuki
Tomoko Owada
Megumi Igarashi
Rikito Inoue
Akihiko Kamikawa
Akiko Kamei
Tadahito Mochinaga
Tsubasa Kubo
Akihiko Suzuki
Koki Kazama
Masayoshi Yamaguchi
Manaka Iwami
Takahashi Oden
Yuta Murakoshi
Kenichi Mikawa
Yūko Gibu
Hiroyuki Imaishi
Ryunosuke Haga
Takeshi Tomizawa
Kanako Yonekura
Masao Ichihara
Teruo Sugihara
Kazuki Sawada
Hiroshi Sugawara
Junko Yagami
Takashi Tezuka
Aonosato Sakari
Taishi Matsumoto
Shuzo Ohira
Emperor Meiji
Higuchi Keiko
Futaba Ito
Ryu Miyamoto
Motoharu Kawashima
Ichirō Kamoshita
Tsubasa Imai
Terumi Niki
Koji Sakamoto
Hiroaki Takao
Yuhimaru Mimura
Noriyuki Sato
Shun Nogaito
Mirei Shigemori
Tadashi Yamamoto
Mitio Nagumo
Makoto Takagaki
James C. Shyr
Jujiro Matsuda
Shigeru Aburaya
Akiko
Yasushi Akimoto
Eri Fukatsu
Teppei Uesugi
Yasuko Konoe
Satoshi Honma
Kenichi Sawai
Kana Ōno
Shoki Ohara
Masato Watanabe
Wasaburo Oishi
Chinami Suzuki
Takamura Kōun
Risa Hayamizu
Kikuko, Princess Takamatsu
Kazuki Someya
Michiko Kashiwabara
Hidetada Ito
Shobushi Kanji
Yasunari Kawabata
Ai Moritaka
Kenta Tateyama
Setsuzo Kotsuji
Takahiro
Izuo Anno
Yoriko Kunihara
Yasuhiro Ikuta
Nobuo Kanda
Takaki Ishida
Shōji Kojima
Yumemi Kanda
Yoshio Maki
Kohei Yamashita
Ōmi Komaki
Yoshinori Kumada
Shino Yanagisawa
Tenshin Nasukawa
Yasuji Okamura
Koji Funamoto
Yōhei Ōshima
Kazuma Inoue
Komafudō Daisuke
Keiji Uezono
Yuuna Suzuki
Miho Yoshioka
Kazuhiko Chiba
Fumio Igarashi
Kozo Watanabe
Hoji Yonekura
Ai Iwamura
Hiroaki Sato
Hiroshi Hamaguchi
Taiga Satoru
Yasuma Takada
Taichirō Koga
Noritaka Tatehana
Takeshi Asami
Dekao Yokoo
Kumaji Furuya
Shinsuke Ashida
Yasuhiko Yabuta
Hiromitsu Kadota
Bunzō Hayata
Makoto Kakuda
Takafumi Hirao
Fuku Akino
Tomoya Kanamori
Tsuyoshi Hayashi
Satoru Suzuki
Ayaka Ichinose
Toshimitsu Suetsugu
Naomichi Matsumoto
Yūshi Kobayashi
Ryūtarō Ono
Shinichi Honma
Emperor Kōtoku
Sumiko Hidaka
Hiroshi Hirakawa
Masamine Sumitani
Yuri Komagata
Mizuki Kawashita
Sen Sōshitsu XV
Tomi Kōra
Isao Aoki
Takeshi Matsuda
Akio Hattori
Yukihiro Okimura
Shohei Tateyama
Shigeru Matsuzaki
Kangnam
Chikako Kumamae
Chocoball Mukai
Rihito Yamamoto
Kamakichi Kishinouye
Mitsuo Fuchida
Kota Miyamoto
Takumi Saitoh
Mie Muraoka
Koichi Mizushima
Sakura Tange
Shin Kanemaru
Kotoyūki Kazuyoshi
Takashi Nagata
Junya Ogawa
Yoshihiro Narisawa
Makoto Shinkai
Shinji Harada
Hiyori Nitta
Soma Yamauchi
Shion Miura
Shibata Zeshin
Tomoki Nojiri
Fusako Kakumaru
Azumi Asakura
Tsune Ishida Nachie
Reina Ueda
Yoshie Komori
Shoji Kokami
Yamazaki Sōkan
Yasufumi Nishimura
Yuta Tsunami
Sayaka Kanda
Nijiro Tokuda
Tatsuki Yoshino
Haruka Yonemoto
Hukukane Nikaido
Tadao Chino
Takeshi Kizu
Makoto Kobayashi
Takemitsu Tsubokawa
Isao Kawabuchi
Hideshi Miyake
Hitoma Iruma
Yōsuke Ishibitsu
Michiko Kanba
Toshiko Abe
Kenjirō Tokutomi
Mitsuki Ichihara
Masayasu Maeda
Ryotaro Azuma
Yoshikazu Kura
Tsuneo Hasegawa
Misako Konno
Ryuta Kanai
Maya
Yoshida Masujirō
Saizo Saito
Kodai Watanabe
Yoshihide Fukutome
Seiichi Motohashi
Mika Someya
Taisuke Hiramoto
Nana Yamada
Iori Saeki
Akio Kashiwagi
Saki Kagami
Arima Naozumi
Seiji Shimota
Taku Mayumura
Masaharu Anesaki
Yasufumi Terawaki
Yukari Taki
Eiji Sumi
Shinya Tsukamoto
Tan Onuma
Nakayama Zenye
Ryo Takeuchi
Takenori Hiraishi
Tadashi Kawamata
Daigō Kenshi
Sesson Yūbai
Masayasu Sugitani
Yasutoshi Moriyama
Nobuko Otowa
Ihei Kimura
Takeo Fukui
Kengo Kawanishi
Tsubasa Oshima
Shimoda Kikutaro
Emi Kuroda
Tetsumasa Kimura
Hitoshi Hase
Taiga Nishiyama
Yūta Shirahama
Prince Kan'in Kotohito
Chie Aoki
Kenji Ito
El Samurai
Tomonori Tateishi
Genta Matsuo
Takanori Fukushima
Kato Hideki
Shintaro Hirai
Miho Nakayama
Yushu Kitano
Taro Morishima
Hironori Suguro
Takayuki Kobori
Alexander
Yurina Hirate
Kim Seong-il
Yumie Funayama
Atsushi Ichimura
Takeshi Handa
Keigo Moriyasu
Nachu
Haruki Umemura
Toyohiro Akiyama
Satoshi Furukawa
Louis Linn
Noriko Mizoguchi
Kanō Eitoku
Katsuhiro Oki
Yoshitada Yamaguchi
Yukihiro Miyamoto
Shin Hasegawa
Masaki Miyasaka
Ikuo Kamei
Keiko Chiba
Haruki Ihara
Ranran Suzuki
Mikio Sato
Tadashi Asai
Kenichi Nishi
Yojiro Takahagi
Yasunao Tone
Yūya Yagira
Fujiwara no Otomuro
Fujiwara no Takamitsu
Manabu Miyazaki
Miki Tori
Shuji Fujimoto
Hina Aoyama
Chinatsu Matsui
Michiyasu Osada
Dairyūgawa Kazuo
Haruka Ueda
Hōsei Tsukitei
Izuki Tanaka
Tomomi Tanaka
Azumi Uehara
Satomi Koike
Shintaro Ishihara
Mayo Doko
Junichi Usui
Emiri Miyasaka
Aiko Takahama
Daito Takahashi
Kundō Koyama
Natsuki Takaya
Hitomi Soga
Otohiko Ichiki
Hime
Miyako Sumiyoshi
Kaichi Uchida
Shinobu Asagoe
Emperor Ninmyō
Asuka Hinoi
Tadaaki Matsubara
Toru Taniguchi
En no Gyōja
Hideomi Yamamoto
Tempu Nakamura
Hitomi Yoshizawa
Ryuya Okuwaki
Kimiko Hida
Makoto Sugimoto
Megumi Sato
Shūji Satō
Ryu Takao
Seiya Sugishita
Masanori Hayashi
Koichiro Kawano
Kinoto Saito
Masatada Tsuchiya
Yui Asaka
Suzu Natsume
Kensuke Takezawa
Nichirō
Tatsuo Kainaka
Shozo Sasaki
Hiranao Honda
Nagisa Sakurauchi
Atagi Fuyuyasu
Tsuyoshi Kosaka
Yoichi Naganuma
Kaizo Hayashi
Takuma Katō
Kōshū Tani
Nami Otake
Tadashi Sugiyama
Akari Oumi
Yoriyasu Arima
Masao Baba
Masaya Takatsuka
Shogo Kurihara
Tatsuya Mochizuki
Yoshiharu Tomonaga
Masamichi Amano
Kyohei Suzaki
Yamato Inaba
Tatsuya Mizuno
Haruna Miyake
Hirofumi Suga
Aijiro Tomita
Doji Morita
Tadashi Obara
Shinji Morisue
Tetsuharu Ōta
Masumi Miyazaki
Shoya Uchimura
Hajime Takano
Norio Kaifu
Keiko Yoshitomi
Yuka Ishigaki
Togyū Okumura
Lady Saigō
Hisayuki Machii
Tatsuya Shindoh
Ayako Sanada
Akiyoshi Ohmachi
Miki Narahashi
Satoshi Higashi
Tomoharu Saitou
Kazuyuki Toda
Keiko Masuda
Setsuo Segawa
Miyuki Imori
Michiya Mihashi
Yasuhiro Nakagawa
Shingo Kawabata
Makoto Shinohara
Masashi Hamauzu
Kuniaki Shibata
Seina Nakajima
Yoko Kando
Sakaida Kakiemon XIV
Tatsuji Miyoshi
Nagai Naomasa
Yuki Okamoto
Aco
Hiroyuki Takeda
Ichisada Miyazaki
Manabu Minami
Hiroe Minagawa
Eiko Koizumi
Keiko Nobumoto
Hiroki Kondō
Prince Arisugawa Takehito
Tomoyuki Sato
Ki no Tsurayuki
Masaru Hamaguchi
Chisato Nagaoka
Naoko Nishigai
Tomiko Suzuki
Tomoshige Samejima
Kamiizumi Nobutsuna
Michiko Nagai
Yoshiki Yamamoto
Hitoshi Tomishima
Sachiko Kojima
Tsutomu Takahata
Tokuyoshi Kawashima
Yoji Harada
Shigeto Shimizu
Nakayama Yoshiko
Yukio Ishikawa
Masahisa Fujita
Issei Koga
Moe Yamaguchi
Takahiro Mukai
Kishu Izuchi
Chihiro Hashimoto
Yuto Nagasaka
Sonoko Chiba
Hidemitsu Tanaka
Asai Ryōi
Fumiko Shiraga
Yasuo Nishiguchi
Yū Kikumura
Katsumasa Chiyo
Yoshio Nakamura
Izumi Takemoto
Yamato Wakatsuki
Tsugumichi Suzuki
Michiko Shimizu
Yumiko Kobayashi
Yusuke Nakamura
Kazuhiro Murakami
Tsuruko Yamazaki
Yūzo Nakamura
Tomohiro Tsuda
Shunji Takano
Hisayasu Satō
Hashimoto Natsuko
Masakazu Nakai
Koki
Kota Hoshino
Erina Matsui
Kaho Minami
Yasushi Nagao
Draft:Ogyu Kiyoko
Tosa Mitsuoki
Yoji Akao
Kimie Noto
Tamaarashi Kōhei
Fuyukichi Maki
Kazuya Otani
Yukio Nishimoto
Fujiwara no Ritsushi
Yoshiyuki Miyake
Junki Endo
Banmei Takahashi
Daisaku Takeda
Taeko Takeba
Jin Watanabe
Shozo Makino
Naoto Satō
Stalker Ichikawa
Ryusuke Taguchi
Miyuki Shirata
Shogo Akiyama
Satoshi Takayama
Eiji Kanamori
Tanaka Shinbei
Chiharu Ogiwara
Ren Ikeda
Shigeru Onishi
Nanpei Yamada
Jin Nakatani
Ayako Shiraishi
Ryuhei Matsuyama
Yasuyuki Kataoka
Shinichi Suzuki
Hiroyuki Fukuyama
Masato Yamasaki
Akari Yoshida
Dai Takeda
Hisako Arakaki
Daniel Daikawa
Koki Mizuno
Nakayama Hakudō
Yorifusa Yamaguchi
Masao Murano
Seiko Okamoto
Makoto Sakurada
Mitsuki Takahata
Yuki Kataoka
Hon'ami Kōetsu
Masahisa Sato
Shigeo Yaegashi
Miwako Kakei
Kitawaki Noboru
Tomitaro Makino
Akira Kuroda
Yoshiaki Ota
Kōji Ueno
Motoichi Kumagai
Tatsuo Sato
Ayako Kitamoto
Toshisada Nishida
Keiko Takahashi
Yuki Ito
Wataru Miki
Kazuyo Katsuma
Super Shisa
Yumi Hara
Makoto Sawaguchi
Sadakazu Tanigaki
Mia Murano
Kei Okawa
Arisa Komiya
Tomoyuki Okano
Akito Takagi
Hachiro Okonogi
Kanjyuro Matsuyama
Kazuo Onoda
Sarah Asahina
Kozo Shoda
Shinnosuke Kakinaga
Kotori Koiwai
George Ohsawa
Yusuke Yamamoto
Masami Tsuda
Masato Imai
Yuka Watanabe
Masaaki Yanagishita
Tadahiko Mizuno
Akaboshi Intetsu
Yasushi Yoshida
Hideaki Ikematsu
Makoto Inoue
Tomokazu Wakino
Matsudaira Teru
Thelma Aoyama
Masaki Hayamizu
Kazuki Fukuchi
Ai Otsuka
Hideo Nakata
Michi Nakanishi
Akira Kodama
Youichi Ui
Katsuaki Watanabe
Naomichi Ozaki
Nao Takamori
Yasutaka Yoshida
Minami Uwano
Dome Narita
Tamotsu Komatsuzaki
Mayuko Fujiki
Satarō Fukiage
Yamakawa Shūhō
Shinobu Sugawara
Michihiro Sato
Fumiko Hori
Yui Sunami
Kawai Okada
Masaharu Morimoto
Kuni Takahashi
Matsui Okinaga
Ōtori Tanigorō
Go Yokoyama
Yu Ishizu
Hiroaki Takami
Maasa Sudo
Yonetaro Nakazawa
Keisuke Hoshino
Hajime Mizoguchi
Hiroki Watanabe
Shouzou Kaga
Junji Takada
Sei Matobu
Chonosuke Okamura
Ōnomatsu Midorinosuke
Masanobu Ando
Masatoshi Yoshino
Shijaku Katsura II
Shumon Miura
Yūji Takada
Tomoyuki Dan
Takayuki Mori
Daiki Shigeoka
Keiko Toda
Sanshiro Takagi
Shigeru Aoyama
Naoyuki Kotani
Wada Ei
Riichi Arai
Yoshiaki Fujimori
Kazuhito Esaki
Nanami Kino
Masayoshi Okada
Daisuke Oku
Morio Kita
Yugo Sako
Akira Miyawaki
Hiroki Bandai
Norio Shioyama
Jisaburō Ozawa
Ao Tanaka
Yutaka Take
Kaoru Adachi
Atsushi Sato
Tsubasa Yoshihira
Moe Miura
Kentaro Suzuki
Tomegorō Yoshizumi
Toshiharu Sakurai
Ryuki Miki
Tomoo Kudaka
Masayuki Takayanagi
Tokihiko Higuchi
Yoshio Furukawa
Mitsuo Fukuda
Haruka Komiyama
Matsuji Nakaizumi
Kafū Nagai
Takahisa Maeyama
Sumito Yamashita
Kyoko Hayashi
Mari Mashiba
Suguru Osako
Saori Kitakaze
Masakazu Kagiyama
Yuya Nakasaka
Hitomi Niiya
Masaru Watanabe
Masato Sako
Seiji Sasaki
Kimiko Jinnai
Rai San'yō
Kōri Hisataka
Keiko Mine
Keiko Miyajima
Chiyohakuhō Daiki
Miki Takahashi
Hideo Itokawa
Shoji Ikitsu
Yasutoshi Nishimura
Sukehide Kabayama
Maiko Itō
Tsunekazu Ishihara
Shino Mori
Kenji Soda
Kuniyoshi Sugioka
Naoki Hatada
Jūrō Kara
Ikuro Takahashi
Kan Kimura
Koki Sakamoto
Asako Toki
Takafumi Otsuka
Rie Yamaki
Haruhiko Arai
Kyosuke Machida
Mikiko Hagiwara
Yukari Miyake
Akiko Abe
Takahiro Oshima
Mitsutoshi Watada
Tomokazu Yoshida
Jiro Ogawa
Daisuke Yoshioka
Osamu Adachi
Naho Emoto
Takuya Fukatsu
Takahiro Nozaki
Tokuo Kitani
Ruka Norimatsu
Sanji Iwabuchi
Kunio Maekawa
Hon'inbō Dōetsu
Tatsuzo Fujita
Ren Kazahari
Emperor Go-Mizunoo
Keita Inagaki
Noriaki Asakura
Tsutomu Miyazaki
Paul Hisao Yasuda
Tokugawa Yoshinao
Kyoko Mizuki
Keisuke Tsumita
Nobuhiro Matsuda
Shunsuke Kaneto
Nobuyuki Hoshino
Hayashi Tadasu
Jun Akiyama
Koshi Kurumizawa
Yosuke Asari
Yasuhiro Yamada
Daichi Shibata
Hichori Morimoto
Kiyoshi Nishimura
Tets Ohnari
Misaki Kobayashi
Ryōkan
Toshikazu Nakamichi
Daichi Osera
Kei Yasuda
Kaito Ishikawa
Yoshio Sakai
Kanemaru Shiratori
Sōtarō Yasui
Ryoko Tanami
Ryosei Akazawa
Kōji Kitao
Junichi Ueno
Daisuke Ishizu
Haruo Tanaka
Takahiro Kimura
Masao Watanabe
Akio Sohda
Kimihiro Hamaya
Kenta Matsunami
Riku Tsuchiya
Himika Akaneya
Harvey Saburo Hayashi
Murder of Airi Kinoshita
Kazuo Shii
Kayoko Shibata
Takamitsu Muraoka
Takuma Abe
Rimi Natsukawa
Satoko Okazaki
Kaneko Daiei
Chiyori Masuchi
Riho Miaki
Gashō Yamamura
Naoki Urata
Thomas Danielsson
Kyohei Uchida
Kana Ichikawa
Keita Yano
Masaru Kaneko
Masatō Ibu
Akira Bamba
Nobuhiko Endō
Sukekiyo Kameyama
Yuya Matsushita
Bankei Yōtaku
Takeshi Kuwahara
Keiyo Aomatsu
Ken Suzuki
Peeco
Kōichi Hagiuda
Kunihiro Yamashita
Haruka Kuroda
Kazuo Dan
Tsuchiya Koitsu
Eiko Ishioka
Hideki Okada
Go Iwase
Okanoue Kikue
Tatsu Hirota
Tomohiro Tsuboi
Maria Sashide
Migishi Kōtarō
Ken Yamaguchi
Eiko Kadono
Yasuhiro Watanabe
Kenichi Matsuyama
Marie Miyake
Yuya Onoe
Tadayoshi Yokota
Masahiro Higashide
Kataoka Ainosuke VI
Ryota Nishizono
Hiroki Ogita
Natsuki Sumeragi
Hanae Ito
Masakiyo Maezono
Neru Nagahama
Akiko Yada
Shōtarō Kasahara
Shuji Tazawa
Suzuka Nakamoto
Hiroshi Miyama
Emperor Tenmu
Kuwashige Giichi
Kazuhiko Nishimura
Takeshi Hirayama
Atsuyoshi Furuta
Minami Tanaka
Hiroki Kobayashi
Nobuyuki Iida
Nanako Fujii
Seishiro Endo
Keiko Matsuzaka
Yamamoto Kenkichi
Maya Yamazaki
Satomi Takasugi
Rin Kono
Hironobu Ono
Kenji Horikawa
Keisuke Fujie
Masaya Fukuda
Kyōko Hikami
Nobukatsu Fujioka
Hiroaki Izumikawa
Taketora
Masato Ishida
Kotoe Inoue
Tomohiko Kira
Hiroshi Tsuchida
Nasa Hataoka
Kazuo Katsuramoto
Sōta Hirayama
Kenichi Suzuki
Kodai Hagino
Kazuyoshi Funaki
Mitsuko Mito
Edogawa Ranpo
Tosiwo Nakayama
Akito Tachibana
Hanji Aoki
Tatsuya Kamohara
Mami Shimamoto
Miyoshi Yoshikata
Hoshino Hisashi
Mitsuo Kato
Teppei Oka
Satoshi Yoneyama
David Toshio Tsumura
Masayuki Ito
Tetsu Komai
Shoji Toyama
Kinue Hitomi
Sayoko Kitabatake
Tetsuya Nakashima
Daichi Hara
Kaisei Sone
Yuki Tsuchihashi
Daigo Imai
Ryūhei Kawada
Ryosuke Morioka
Mio Satō
Kazunori Shinozuka
Makoto Koga
Terry Ito
Yamamoto Tsunetomo
Tomo Ohka
Atsushi Egawa
Masatsugu Kobayashi
Tomoko Suzuki
Masayuki Dobashi
Junji Sakamoto
Emperor Go-Saga
Ryoji Yamazaki
Masahiro Komatsu
Ai Kawashima
Enomoto Seifu
Shunsuke Motegi
Princess Tomohito of Mikasa
Mika Hori
Pinko Izumi
Natsumi Kiyoura
Murasaki Shikibu
Toyoko Yoshino
Carol Fukunaga
Shota Takekuma
Takayuki Yumira
Minoru Kawawada
Masanori Murakami
Yasuyoshi Nara
Yamakawa Futaba
Carlotta Ikeda
Shinichi Katoh
Seiko Obonai
Kazuki Yabuta
Jun Kanakubo
Ōshima Ken'ichi
Natsumi Murakami
Toshiyuki Yanuki
Ko Shibasaki
Shunichi Shimizu
Coco Hayashi
Taku Watanabe
Kazuyoshi Kino
Kohei Oda
Kenichi Yamamoto
Tomotaka Fukagawa
Yasuhito Sugiyama
Gota Yashiki
Hiroto Inoue
Sakae Menda
Tsuyoshi Miyaichi
Takahiro Watanabe
Mari Motohashi
Noritsugu Hayakawa
Yuki Aizu
Kenji Sato
Tomoko Matsunaga
Akari Uemura
Dom Justo Takayama
Kazuhiko Ikematsu
Koki Fukui
Shingo Nakagawa
Ryuji Yokoe
Isshin Chiba
Hiroshi Saeki
Nakamura Hayato
Tadashi Sumiyoshi
Keigo Yamashita
Hirokazu Sawamura
Hiroshi Okamoto
Kenji Kobayashi
Ryosei Konishi
Yuji Takenouchi
Sho Sasaki
Takehiko Kobayakawa
Naoki Murata
Yvonne Kanazawa
Tadao Yasuda
Yosuke Kamigata
Makoto Kōsaka
Masatsugu Nagato
Tomoya Kanki
Dandy Sakano
Seien Kin
Daihachi Yoshida
Jumpei Takahashi
Yūsuke Kinoshita
Keiichi Inamine
Fumihito, Prince Akishino
Yoshiki Kuramoto
Tokuro Irie
Eitaro Itoyama
Fuyumi Abe
Kazuki Yoshino
Mirei Sasaki
Hong Sa-ik
Morishima Chūryō
Shinzo Koroki
Fusashige Suzuki
Takuma Koga
Keisuke Hayasaka
Tamotsu Oishi
Kusuo Kitamura
Daichi Azegami
Yoshio Iimuro
Keiichi Kimura
Katsuyuki Hirano
Keigo Okawa
Toru Shishime
Yoshihiro Suzuki
Fumiyuki Murakami
Sugizo
Micky Yanai
Harumi Inoue
Takizawa Bakin
Ko Irie
Sachie Hara
Motohiro Hata
Yu Hirayama
Choji Taira
Deep Impact
Tomohiro Moriyama
Motohiko Hino
Princess Mako of Akishino
Kaho Onodera
Yasuo Aiuchi
Hiroshi Naganuma
Tetsuya Kakihara
Kenya Kasahara
Makoto Yonekura
The Great Kabuki
Atsuko Mine
Yoshihiro Tokugawa
Chiyonofuji Mitsugu
Daisuke Sakai
Masako Hozumi
Hirotaka Okada
Daizen Maeda
Ichinoya Mitsuru
Shigenobu Murofushi
Mami Umeki
Shōtarō Tashiro
Kōtarō Kiyomiya
Ryunosuke Sugawara
Kazuo Aichi
Shin'ichirō Kurino
Toyoki Takeda
Noboru Ueda
Nanaka Suwa
Kunio Iwahashi
Kazuko Hosoki
Torashi Shimazu
Soichiro Tahara
Keisuke Nozawa
Ryuta Kawashima
Masako Sugaya
Yutaka Niida
Aiko Hayashi
Yoshitaka Uchikawa
Mika Itō
Tachibana Higuchi
Sayoko Hagiwara
Heijiro Nakayama
Tomoe Abe
Suneohair
Kenny Acheson
Naoki Sakurada
Tadao Nagahama
Sena Yamada
Yuzo Kageyama
Daichi Matsuoka
Ichiro Yamaguchi
Kazuhiro Takahashi
Shunsuke Andō
Rui Kumada
Yoshihide Fukao
Kiyoteru Higuchi
Kazunori Tani
Minoru Murata
Hisanori Kitajima
Chihiro Kato
Junichi Misawa
Yoko Tanabe
Haruma Saikyo
Ryo Hiraide
Katsuhiko Kinoshita
Haguroyama Sojō
Rika Saito
Takatsugu Jōjima
Tsuyoshi Tsutsumi
Michito Sakaki
Misato Komatsubara
Takumi Shimohira
Ayaka Ōhashi
Yoshimasa Hayashi
Hideo Ishiguro
Miki Jinbo
Erika Yamakawa
Hitoshi Taneda
Takayuki Ono
Seiya Kojima
Toshiaki Endo
Naohiro Oyama
Yasumasa Kanada
Yu Hasebe
Akira Terao
Tsuneko Gauntlett
Kenji Otonari
Hiraku Nakajima
Yoshida Tōyō
Toshio Motoya
Masafumi Mizuki
Ryuzo Kikuchi
Hisatoshi Yamazaki
Hidehiko Shimizu
Hideyuki Arata
Renhō
Tomiko Ishii
Masafumi Miyagi
Hideo Iijima
Kenji Haneda
Ryuji Sato
Goro Azumaya
Yoshiteru Otani
Hitoshi Matsushima
Yuki Shichijo
Seiko Niizuma
Isamu Matsuura
Kyary Pamyu Pamyu
Tatsuya Watanabe
